age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country
53,Private,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,40,Columbia
47,Private,9,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,45,United-States
49,Self-emp-inc,11,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States
22,Private,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,40,United-States
31,Private,10,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States
44,Self-emp-inc,10,Divorced,Other-service,Unmarried,White,Male,80,United-States
19,Private,9,Never-married,Prof-specialty,Own-child,White,Male,40,United-States
37,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States
60,"",9,Widowed,"",Not-in-family,White,Male,35,Poland
23,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States
44,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States
54,Local-gov,9,Married-civ-spouse,Other-service,Wife,White,Female,35,United-States
23,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States
21,Private,10,Never-married,Other-service,Own-child,White,Female,10,United-States
19,State-gov,10,Never-married,Prof-specialty,Own-child,White,Male,25,United-States
51,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States
41,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
61,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,18,United-States
19,Self-emp-not-inc,6,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,40,United-States
22,Private,13,Never-married,Sales,Own-child,White,Male,40,United-States
22,Private,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States
49,Private,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,32,United-States
35,Private,6,Divorced,Machine-op-inspct,Not-in-family,White,Male,50,United-States
38,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
29,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
56,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
41,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,80,United-States
62,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
27,Private,9,Never-married,Protective-serv,Own-child,White,Male,40,Japan
55,"",9,Divorced,"",Not-in-family,White,Female,40,England
25,Private,9,Never-married,Sales,Not-in-family,White,Male,42,United-States
33,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,United-States
26,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
43,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,45,United-States
53,Federal-gov,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
43,Private,13,Divorced,Other-service,Not-in-family,White,Female,40,United-States
56,Private,9,Divorced,Craft-repair,Unmarried,White,Male,35,United-States
25,Private,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
60,Private,14,Divorced,Prof-specialty,Other-relative,Black,Male,40,United-States
28,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
21,Private,9,Never-married,Machine-op-inspct,Unmarried,White,Male,40,Mexico
40,Private,13,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States
29,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States
20,Private,10,Never-married,Craft-repair,Own-child,White,Female,25,United-States
25,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,80,United-States
18,Private,7,Never-married,Sales,Own-child,White,Female,10,United-States
32,State-gov,12,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States
27,Private,2,Never-married,Other-service,Own-child,Other,Male,35,Dominican-Republic
48,Private,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,16,United-States
20,Private,10,Never-married,Sales,Own-child,White,Female,25,United-States
55,Private,9,Divorced,Sales,Not-in-family,White,Female,40,England
33,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States
21,State-gov,10,Never-married,Adm-clerical,Own-child,White,Female,12,United-States
43,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States
35,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
39,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States
19,Private,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,40,United-States
25,Private,9,Never-married,Other-service,Not-in-family,Black,Female,40,United-States
44,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,72,United-States
27,Private,12,Never-married,Craft-repair,Unmarried,White,Male,40,United-States
39,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
69,Private,6,Never-married,Craft-repair,Other-relative,White,Male,40,United-States
34,Private,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,Philippines
20,"",10,Never-married,"",Own-child,White,Male,35,United-States
37,Private,3,Separated,Other-service,Unmarried,White,Female,40,United-States
43,Local-gov,13,Divorced,Prof-specialty,Own-child,White,Female,39,United-States
62,"",9,Married-civ-spouse,"",Husband,White,Male,48,United-States
34,State-gov,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States
31,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States
42,State-gov,16,Divorced,Prof-specialty,Not-in-family,White,Female,60,United-States
26,Private,9,Divorced,Sales,Unmarried,White,Female,30,United-States
39,Private,10,Separated,Other-service,Unmarried,White,Female,75,United-States
25,Private,13,Never-married,Other-service,Own-child,White,Male,40,United-States
54,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,30,United-States
44,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States
34,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States
21,Self-emp-inc,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States
50,Private,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,55,""
33,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States
40,Self-emp-inc,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States
44,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
33,Local-gov,12,Divorced,Protective-serv,Not-in-family,White,Male,56,United-States
21,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States
35,Self-emp-not-inc,13,Never-married,Other-service,Not-in-family,Black,Female,60,United-States
43,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
57,"",6,Separated,"",Not-in-family,White,Male,30,United-States
51,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States
29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
51,Local-gov,9,Separated,Protective-serv,Not-in-family,Black,Male,40,United-States
35,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
18,Private,7,Never-married,Sales,Own-child,White,Male,20,United-States
58,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
57,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
19,Private,9,Never-married,Sales,Own-child,White,Female,20,United-States
37,Private,10,Separated,Other-service,Unmarried,White,Female,40,United-States
38,Private,9,Married-civ-spouse,Sales,Husband,White,Male,44,United-States
45,Private,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,40,United-States
27,Private,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Cambodia
64,"",4,Widowed,"",Not-in-family,White,Female,40,United-States
38,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,72,United-States
30,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,30,United-States
46,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
18,"",6,Never-married,"",Other-relative,White,Female,30,United-States
60,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
30,Private,9,Separated,Transport-moving,Not-in-family,White,Male,44,United-States
47,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States
39,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States
42,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
27,Private,10,Divorced,Adm-clerical,Other-relative,White,Female,40,United-States
44,Private,10,Divorced,Sales,Not-in-family,White,Male,40,United-States
33,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
54,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States
58,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,United-States
45,Private,13,Never-married,Transport-moving,Not-in-family,White,Male,30,United-States
59,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States
29,Private,12,Never-married,Priv-house-serv,Not-in-family,White,Female,50,United-States
27,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States
44,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,20,United-States
44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
33,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States
27,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
55,Private,11,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States
32,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Husband,Other,Male,60,United-States
31,Private,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States
57,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
78,"",9,Widowed,"",Not-in-family,White,Female,1,United-States
28,Private,13,Never-married,Sales,Not-in-family,White,Female,48,United-States
30,Self-emp-not-inc,10,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,40,South
29,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
66,Private,9,Never-married,Other-service,Other-relative,Black,Female,3,United-States
60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
31,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
26,Private,9,Never-married,Craft-repair,Other-relative,White,Male,40,United-States
24,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,45,United-States
29,Private,13,Never-married,Sales,Not-in-family,White,Male,50,United-States
44,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States
34,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
59,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,United-States
23,Private,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,24,United-States
23,Private,7,Never-married,Other-service,Other-relative,White,Male,40,Philippines
55,Local-gov,11,Separated,Prof-specialty,Unmarried,Black,Female,35,United-States
39,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
39,Private,7,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States
57,Private,4,Divorced,Transport-moving,Unmarried,White,Male,75,United-States
35,Private,9,Divorced,Sales,Unmarried,White,Female,40,United-States
39,Local-gov,11,Married-civ-spouse,Protective-serv,Husband,White,Male,48,United-States
47,Private,9,Married-civ-spouse,Sales,Own-child,White,Female,38,United-States
53,State-gov,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States
23,Private,10,Never-married,Sales,Own-child,Black,Male,25,United-States
35,Private,14,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States
44,Private,10,Divorced,Farming-fishing,Not-in-family,White,Female,40,United-States
28,Private,9,Never-married,Other-service,Own-child,White,Female,25,United-States
26,Private,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,Poland
23,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States
32,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,25,Ireland
49,Self-emp-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States
36,Private,10,Never-married,Craft-repair,Own-child,White,Male,60,United-States
36,Private,9,Divorced,Other-service,Unmarried,White,Female,36,United-States
41,"",3,Married-civ-spouse,"",Husband,Other,Male,40,United-States
21,Private,12,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,46,United-States
54,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
43,Private,10,Married-spouse-absent,Other-service,Not-in-family,Black,Female,40,United-States
35,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States
31,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States
46,Private,10,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,40,India
46,Private,9,Separated,Sales,Not-in-family,White,Female,40,United-States
56,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
45,"",14,Married-civ-spouse,"",Wife,White,Female,1,United-States
21,Private,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States
51,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
47,State-gov,10,Divorced,Prof-specialty,Unmarried,White,Male,20,United-States
42,Private,3,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,Puerto-Rico
19,Private,10,Never-married,Sales,Own-child,White,Female,30,United-States
25,Private,13,Never-married,Craft-repair,Own-child,White,Male,40,United-States
37,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,60,United-States
35,Private,8,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States
40,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States
57,Self-emp-not-inc,7,Married-civ-spouse,Sales,Husband,White,Male,15,United-States
38,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States
48,Private,6,Divorced,Sales,Not-in-family,White,Female,38,United-States
34,Private,10,Divorced,Other-service,Not-in-family,White,Female,34,United-States
46,Federal-gov,10,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States
30,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,38,""
45,State-gov,14,Divorced,Protective-serv,Not-in-family,White,Male,50,United-States
32,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
35,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,48,United-States
